step,lr,train_loss,train_acc,val_acc,val_loss
47,0.0005424840769592245,0.403634,89.0625,,
48,0.0005424790919641514,0.437554,87.5000,,
49,0.0005424740020539662,0.442048,84.3750,,
50,0.0005424688072306785,0.470430,85.9375,,
51,0.0005424635074963391,0.428403,88.2812,,
52,0.0005424581028530401,0.400098,89.0625,,
53,0.0005424525933029153,0.354922,92.1875,,
54,0.0005424469788481397,0.272994,92.1875,,
55,0.00054244125949093,0.356151,92.1875,,
56,0.0005424354352335439,0.331220,92.9688,,
57,0.0005424295060782808,0.419248,85.1562,,
58,0.0005424234720274815,0.386828,89.8438,,
59,0.000542417333083528,0.344445,89.8438,,
60,0.000542411089248844,0.265485,92.9688,,
61,0.0005424047405258943,0.294668,91.4062,,
62,0.0005423982869171855,0.348398,89.8438,,
63,0.0005423917284252652,0.243534,94.5312,,
64,0.0005423850650527226,0.376047,89.0625,,
65,0.0005423782968021884,0.240309,95.3125,,
66,0.0005423714236763346,0.293765,89.8438,,
67,0.0005423644456778745,0.310763,89.8438,,
68,0.0005423573628095629,0.283764,92.9688,,
69,0.0005423501750741962,0.254464,91.4062,,
70,0.0005423428824746117,0.268841,92.1875,,
71,0.0005423354850136886,0.250538,92.9688,,
72,0.0005423279826943472,0.285871,89.8438,,
73,0.0005423203755195495,0.257463,92.1875,,
74,0.0005423126634922985,0.338528,91.4062,,
75,0.0005423048466156388,0.332825,89.8438,,
76,0.0005422969248926563,0.262006,93.7500,,
77,0.0005422888983264787,0.335796,90.6250,,
78,0.0005422807669202745,0.314625,92.9688,,
79,0.0005422725306772538,0.258781,94.5312,,
80,0.0005422641896006683,0.168802,95.3125,,
81,0.0005422557436938108,0.236649,93.7500,,
82,0.0005422471929600157,0.147069,97.6562,,
83,0.0005422385374026587,0.394407,86.7188,,
84,0.0005422297770251568,0.247325,93.7500,,
85,0.0005422209118309685,0.245215,94.5312,,
86,0.0005422119418235936,0.278185,92.1875,,
87,0.0005422028670065734,0.190633,97.6562,,
88,0.0005421936873834905,0.222243,94.5312,,
89,0.0005421844029579688,0.325290,90.6250,,
90,0.0005421750137336736,0.313302,89.0625,,
91,0.0005421655197143117,0.262507,92.1875,,
92,0.0005421559209036311,0.289725,91.4062,,
93,0.0005421462173054216,0.192448,93.7500,,
94,0.0005421364089235135,0.282209,89.8438,,
95,0.0005421264957617793,0.188085,95.3125,,
96,0.0005421164778241324,0.301847,94.5312,,
97,0.000542106355114528,0.211419,94.5312,,
98,0.0005420961276369621,0.234224,92.1875,,
99,0.0005420857953954726,0.175234,93.7500,96.0200,0.148198
100,0.0005420753583941382,0.207862,96.0938,96.0200,0.148198
101,0.0005420648166370796,0.221731,92.9688,96.0200,0.148198
102,0.0005420541701284581,0.174327,95.3125,96.0200,0.148198
103,0.0005420434188724773,0.225026,93.7500,96.0200,0.148198
104,0.0005420325628733812,0.184410,94.5312,96.0200,0.148198
105,0.0005420216021354558,0.303957,92.9688,96.0200,0.148198
106,0.000542010536663028,0.321275,91.4062,96.0200,0.148198
107,0.0005419993664604666,0.164070,96.8750,96.0200,0.148198
108,0.0005419880915321811,0.200860,94.5312,96.0200,0.148198
109,0.000541976711882623,0.276529,92.9688,96.0200,0.148198
110,0.0005419652275162843,0.212029,94.5312,96.0200,0.148198
111,0.0005419536384376994,0.125240,98.4375,96.0200,0.148198
112,0.0005419419446514432,0.220716,92.1875,96.0200,0.148198
113,0.0005419301461621321,0.194484,91.4062,96.0200,0.148198
114,0.0005419182429744243,0.254099,92.9688,96.0200,0.148198
115,0.0005419062350930188,0.245700,92.1875,96.0200,0.148198
116,0.0005418941225226561,0.272415,92.1875,96.0200,0.148198
117,0.000541881905268118,0.151743,96.8750,96.0200,0.148198
118,0.0005418695833342279,0.231201,92.1875,96.0200,0.148198
119,0.00054185715672585,0.201226,93.7500,96.0200,0.148198
120,0.0005418446254478904,0.154233,96.8750,96.0200,0.148198
121,0.0005418319895052962,0.204486,92.9688,96.0200,0.148198
122,0.0005418192489030557,0.205438,93.7500,96.0200,0.148198
123,0.0005418064036461989,0.238792,92.1875,96.0200,0.148198
124,0.0005417934537397967,0.175380,95.3125,96.0200,0.148198
125,0.0005417803991889617,0.202435,93.7500,96.0200,0.148198
126,0.0005417672399988474,0.163759,95.3125,96.0200,0.148198
127,0.0005417539761746492,0.108702,97.6562,96.0200,0.148198
128,0.000541740607721603,0.186046,93.7500,96.0200,0.148198
129,0.000541727134644987,0.122246,96.8750,96.0200,0.148198
130,0.0005417135569501196,0.121353,98.4375,96.0200,0.148198
131,0.0005416998746423614,0.231995,95.3125,96.0200,0.148198
132,0.0005416860877271139,0.150927,96.8750,96.0200,0.148198
133,0.0005416721962098199,0.176495,94.5312,96.0200,0.148198
134,0.0005416582000959635,0.153215,95.3125,96.0200,0.148198
135,0.0005416440993910703,0.272602,90.6250,96.0200,0.148198
136,0.000541629894100707,0.210818,96.8750,96.0200,0.148198
137,0.0005416155842304814,0.119327,96.0938,96.0200,0.148198
138,0.0005416011697860433,0.184217,94.5312,96.0200,0.148198
139,0.0005415866507730827,0.119392,95.3125,96.0200,0.148198
140,0.0005415720271973318,0.175713,94.5312,96.0200,0.148198
141,0.0005415572990645637,0.209510,94.5312,96.0200,0.148198
142,0.0005415424663805929,0.188583,92.1875,96.0200,0.148198
143,0.0005415275291512751,0.091648,97.6562,96.0200,0.148198
144,0.0005415124873825073,0.127302,96.8750,96.0200,0.148198
145,0.0005414973410802275,0.109427,99.2188,96.0200,0.148198
146,0.0005414820902504155,0.203096,93.7500,96.0200,0.148198
147,0.000541466734899092,0.127172,96.8750,96.0200,0.148198
148,0.000541451275032319,0.154051,95.3125,96.0200,0.148198
149,0.0005414357106561998,0.141813,95.3125,96.0200,0.148198
150,0.0005414200417768793,0.174841,92.9688,96.0200,0.148198
151,0.0005414042684005428,0.206790,94.5312,96.0200,0.148198
152,0.0005413883905334177,0.114872,96.8750,96.0200,0.148198
153,0.0005413724081817723,0.189759,94.5312,96.0200,0.148198
154,0.0005413563213519161,0.185785,94.5312,96.0200,0.148198
155,0.0005413401300502,0.220740,92.9688,96.0200,0.148198
156,0.000541323834283016,0.167038,95.3125,96.0200,0.148198
157,0.0005413074340567974,0.155141,96.8750,96.0200,0.148198
158,0.0005412909293780189,0.169450,96.8750,96.0200,0.148198
159,0.0005412743202531961,0.143694,95.3125,96.0200,0.148198
160,0.0005412576066888862,0.104246,94.5312,96.0200,0.148198
161,0.0005412407886916873,0.138880,94.5312,96.0200,0.148198
162,0.0005412238662682389,0.118118,96.8750,96.0200,0.148198
163,0.0005412068394252217,0.137154,96.0938,96.0200,0.148198
164,0.0005411897081693577,0.230480,94.5312,96.0200,0.148198
165,0.00054117247250741,0.083840,96.8750,96.0200,0.148198
166,0.000541155132446183,0.127754,95.3125,96.0200,0.148198
167,0.0005411376879925223,0.091169,97.6562,96.0200,0.148198
168,0.0005411201391533147,0.117185,97.6562,96.0200,0.148198
169,0.0005411024859354879,0.121978,96.0938,96.0200,0.148198
170,0.0005410847283460117,0.214030,95.3125,96.0200,0.148198
171,0.0005410668663918959,0.197978,93.7500,96.0200,0.148198
172,0.0005410489000801926,0.152245,93.7500,96.0200,0.148198
173,0.0005410308294179944,0.134444,95.3125,96.0200,0.148198
174,0.0005410126544124353,0.133065,96.0938,96.0200,0.148198
175,0.0005409943750706905,0.128189,96.0938,96.0200,0.148198
176,0.0005409759913999764,0.119932,98.4375,96.0200,0.148198
177,0.0005409575034075506,0.133213,93.7500,96.0200,0.148198
178,0.0005409389111007118,0.119665,96.8750,96.0200,0.148198
179,0.0005409202144868002,0.120068,97.6562,96.0200,0.148198
180,0.0005409014135731966,0.110804,97.6562,96.0200,0.148198
181,0.0005408825083673236,0.131990,96.0938,96.0200,0.148198
182,0.0005408634988766445,0.210691,93.7500,96.0200,0.148198
183,0.0005408443851086639,0.092962,97.6562,96.0200,0.148198
184,0.0005408251670709277,0.123825,96.8750,96.0200,0.148198
185,0.0005408058447710229,0.194623,95.3125,96.0200,0.148198
186,0.0005407864182165776,0.091712,96.8750,96.0200,0.148198
187,0.0005407668874152611,0.233359,94.5312,96.0200,0.148198
188,0.0005407472523747838,0.168878,94.5312,96.0200,0.148198
189,0.0005407275131028974,0.113254,96.0938,96.0200,0.148198
190,0.0005407076696073946,0.095518,97.6562,96.0200,0.148198
191,0.0005406877218961093,0.081615,98.4375,96.0200,0.148198
192,0.0005406676699769166,0.158235,94.5312,96.0200,0.148198
193,0.0005406475138577325,0.174355,95.3125,96.0200,0.148198
194,0.0005406272535465144,0.146829,94.5312,96.0200,0.148198
195,0.000540606889051261,0.119784,96.8750,96.0200,0.148198
196,0.0005405864203800115,0.094712,99.2188,96.0200,0.148198
197,0.0005405658475408469,0.139634,95.3125,96.0200,0.148198
198,0.0005405451705418888,0.078961,98.4375,96.0200,0.148198
199,0.0005405243893913004,0.211012,93.7500,97.3800,0.088909
200,0.0005405035040972855,0.073262,98.4375,97.3800,0.088909
201,0.0005404825146680893,0.149144,96.8750,97.3800,0.088909
202,0.0005404614211119985,0.174752,95.3125,97.3800,0.088909
203,0.00054044022343734,0.126440,95.3125,97.3800,0.088909
204,0.0005404189216524826,0.160895,95.3125,97.3800,0.088909
205,0.0005403975157658358,0.090117,99.2188,97.3800,0.088909
206,0.0005403760057858503,0.116406,96.0938,97.3800,0.088909
207,0.000540354391721018,0.145231,96.0938,97.3800,0.088909
208,0.0005403326735798716,0.151254,94.5312,97.3800,0.088909
209,0.0005403108513709852,0.211767,93.7500,97.3800,0.088909
210,0.0005402889251029739,0.092787,96.0938,97.3800,0.088909
211,0.0005402668947844939,0.138168,95.3125,97.3800,0.088909
212,0.0005402447604242423,0.116151,96.0938,97.3800,0.088909
213,0.0005402225220309572,0.147938,96.8750,97.3800,0.088909
214,0.0005402001796134184,0.158963,94.5312,97.3800,0.088909
215,0.000540177733180446,0.116061,96.0938,97.3800,0.088909
216,0.0005401551827409017,0.132975,94.5312,97.3800,0.088909
217,0.0005401325283036879,0.159322,92.9688,97.3800,0.088909
218,0.0005401097698777483,0.130792,93.7500,97.3800,0.088909
219,0.0005400869074720676,0.071349,98.4375,97.3800,0.088909
220,0.0005400639410956714,0.103663,96.8750,97.3800,0.088909
221,0.0005400408707576266,0.060956,100.0000,97.3800,0.088909
222,0.0005400176964670408,0.176369,93.7500,97.3800,0.088909
223,0.000539994418233063,0.141778,96.8750,97.3800,0.088909
224,0.0005399710360648832,0.172220,93.7500,97.3800,0.088909
225,0.0005399475499717319,0.152230,92.9688,97.3800,0.088909
226,0.0005399239599628815,0.064144,99.2188,97.3800,0.088909
227,0.0005399002660476447,0.078252,97.6562,97.3800,0.088909
228,0.0005398764682353756,0.195905,93.7500,97.3800,0.088909
229,0.0005398525665354691,0.103852,96.8750,97.3800,0.088909
230,0.0005398285609573612,0.094830,98.4375,97.3800,0.088909
231,0.000539804451510529,0.111883,97.6562,97.3800,0.088909
232,0.0005397802382044905,0.136513,95.3125,97.3800,0.088909
233,0.0005397559210488047,0.088819,98.4375,97.3800,0.088909
234,0.0005397315000530718,0.163819,95.3125,97.3800,0.088909
235,0.0005397069752269325,0.091817,97.6562,97.3800,0.088909
236,0.0005396823465800691,0.134394,96.0938,97.3800,0.088909
237,0.0005396576141222045,0.076388,98.4375,97.3800,0.088909
238,0.0005396327778631027,0.133017,95.3125,97.3800,0.088909
239,0.0005396078378125686,0.103059,97.6562,97.3800,0.088909
240,0.000539582793980448,0.066776,100.0000,97.3800,0.088909
241,0.0005395576463766283,0.079875,96.8750,97.3800,0.088909
242,0.0005395323950110369,0.143574,95.3125,97.3800,0.088909
243,0.0005395070398936428,0.165269,95.3125,97.3800,0.088909
244,0.0005394815810344558,0.164210,96.0938,97.3800,0.088909
245,0.0005394560184435268,0.083193,98.4375,97.3800,0.088909
246,0.000539430352130947,0.164099,96.0938,97.3800,0.088909
247,0.0005394045821068498,0.096507,96.8750,97.3800,0.088909
248,0.0005393787083814082,0.115275,97.6562,97.3800,0.088909
249,0.000539352730964837,0.070163,98.4375,97.3800,0.088909
250,0.0005393266498673916,0.058957,98.4375,97.3800,0.088909
251,0.0005393004650993685,0.026385,100.0000,97.3800,0.088909
252,0.0005392741766711048,0.104525,96.8750,97.3800,0.088909
253,0.000539247784592979,0.120242,97.6562,97.3800,0.088909
254,0.0005392212888754102,0.107709,96.0938,97.3800,0.088909
255,0.0005391946895288585,0.117087,96.0938,97.3800,0.088909
256,0.0005391679865638249,0.201943,93.7500,97.3800,0.088909
257,0.0005391411799908511,0.086275,98.4375,97.3800,0.088909
258,0.0005391142698205202,0.090322,97.6562,97.3800,0.088909
259,0.000539087256063456,0.041438,99.2188,97.3800,0.088909
260,0.0005390601387303226,0.085823,98.4375,97.3800,0.088909
261,0.000539032917831826,0.049142,99.2188,97.3800,0.088909
262,0.0005390055933787123,0.068205,97.6562,97.3800,0.088909
263,0.0005389781653817689,0.084607,98.4375,97.3800,0.088909
264,0.0005389506338518238,0.107934,96.0938,97.3800,0.088909
265,0.0005389229987997462,0.076817,99.2188,97.3800,0.088909
266,0.0005388952602364457,0.059089,98.4375,97.3800,0.088909
267,0.0005388674181728733,0.075353,99.2188,97.3800,0.088909
268,0.0005388394726200206,0.159156,95.3125,97.3800,0.088909
269,0.00053881142358892,0.177317,93.7500,97.3800,0.088909
270,0.0005387832710906447,0.079050,98.4375,97.3800,0.088909
271,0.0005387550151363089,0.056096,98.4375,97.3800,0.088909
272,0.0005387266557370678,0.125188,96.8750,97.3800,0.088909
273,0.000538698192904117,0.040315,100.0000,97.3800,0.088909
274,0.0005386696266486934,0.099332,96.8750,97.3800,0.088909
275,0.0005386409569820743,0.076084,98.4375,97.3800,0.088909
276,0.0005386121839155781,0.078250,97.6562,97.3800,0.088909
277,0.0005385833074605641,0.096836,96.0938,97.3800,0.088909
278,0.000538554327628432,0.048854,99.2188,97.3800,0.088909
279,0.0005385252444306228,0.099466,96.8750,97.3800,0.088909
280,0.0005384960578786179,0.132222,97.6562,97.3800,0.088909
281,0.0005384667679839398,0.147829,95.3125,97.3800,0.088909
282,0.0005384373747581518,0.108934,96.8750,97.3800,0.088909
283,0.0005384078782128577,0.135836,96.8750,97.3800,0.088909
284,0.0005383782783597022,0.089339,97.6562,97.3800,0.088909
285,0.0005383485752103711,0.073243,99.2188,97.3800,0.088909
286,0.0005383187687765907,0.083028,96.8750,97.3800,0.088909
287,0.0005382888590701278,0.070802,99.2188,97.3800,0.088909
288,0.0005382588461027906,0.111136,95.3125,97.3800,0.088909
289,0.0005382287298864276,0.077533,97.6562,97.3800,0.088909
290,0.0005381985104329283,0.070403,99.2188,97.3800,0.088909
291,0.0005381681877542228,0.048700,98.4375,97.3800,0.088909
292,0.0005381377618622819,0.147674,96.0938,97.3800,0.088909
293,0.0005381072327691175,0.087235,98.4375,97.3800,0.088909
294,0.0005380766004867819,0.065951,97.6562,97.3800,0.088909
295,0.0005380458650273681,0.111797,96.8750,97.3800,0.088909
296,0.0005380150264030102,0.107838,96.0938,97.3800,0.088909
297,0.0005379840846258827,0.089143,98.4375,97.3800,0.088909
298,0.0005379530397082009,0.072185,97.6562,97.3800,0.088909
299,0.0005379218916622209,0.098226,96.8750,97.9500,0.073461
300,0.0005378906405002394,0.128251,96.0938,97.9500,0.073461
301,0.0005378592862345938,0.087798,97.6562,97.9500,0.073461
302,0.0005378278288776624,0.102019,96.0938,97.9500,0.073461
303,0.000537796268441864,0.040886,100.0000,97.9500,0.073461
304,0.0005377646049396582,0.118661,96.0938,97.9500,0.073461
305,0.0005377328383835453,0.101634,96.8750,97.9500,0.073461
306,0.000537700968786066,0.062198,97.6562,97.9500,0.073461
307,0.0005376689961598022,0.066854,97.6562,97.9500,0.073461
308,0.000537636920517376,0.101026,94.5312,97.9500,0.073461
309,0.0005376047418714504,0.060043,99.2188,97.9500,0.073461
310,0.000537572460234729,0.082763,97.6562,97.9500,0.073461
311,0.0005375400756199561,0.065514,98.4375,97.9500,0.073461
312,0.0005375075880399168,0.105156,96.8750,97.9500,0.073461
313,0.0005374749975074364,0.130839,94.5312,97.9500,0.073461
314,0.0005374423040353811,0.136348,96.8750,97.9500,0.073461
315,0.0005374095076366582,0.116773,97.6562,97.9500,0.073461
316,0.0005373766083242148,0.065446,98.4375,97.9500,0.073461
317,0.0005373436061110392,0.124259,96.0938,97.9500,0.073461
318,0.00053731050101016,0.124641,96.0938,97.9500,0.073461
319,0.0005372772930346467,0.068896,96.8750,97.9500,0.073461
320,0.0005372439821976092,0.154680,96.8750,97.9500,0.073461
321,0.0005372105685121981,0.125726,97.6562,97.9500,0.073461
322,0.0005371770519916048,0.056672,96.8750,97.9500,0.073461
323,0.0005371434326490608,0.086412,95.3125,97.9500,0.073461
324,0.0005371097104978386,0.082790,97.6562,97.9500,0.073461
325,0.0005370758855512513,0.065545,96.8750,97.9500,0.073461
326,0.0005370419578226523,0.051423,98.4375,97.9500,0.073461
327,0.0005370079273254357,0.076216,96.8750,97.9500,0.073461
328,0.0005369737940730363,0.105954,96.0938,97.9500,0.073461
329,0.0005369395580789293,0.107215,97.6562,97.9500,0.073461
330,0.0005369052193566305,0.079372,97.6562,97.9500,0.073461
331,0.0005368707779196965,0.066381,97.6562,97.9500,0.073461
332,0.000536836233781724,0.047258,99.2188,97.9500,0.073461
333,0.0005368015869563504,0.101061,96.8750,97.9500,0.073461
334,0.0005367668374572541,0.055760,99.2188,97.9500,0.073461
335,0.0005367319852981533,0.158639,97.6562,97.9500,0.073461
336,0.0005366970304928072,0.186829,92.9688,97.9500,0.073461
337,0.0005366619730550155,0.135536,96.8750,97.9500,0.073461
338,0.0005366268129986182,0.085916,96.8750,97.9500,0.073461
339,0.000536591550337496,0.103553,96.0938,97.9500,0.073461
340,0.0005365561850855698,0.181585,93.7500,97.9500,0.073461
341,0.0005365207172568017,0.131505,96.8750,97.9500,0.073461
342,0.0005364851468651934,0.097290,96.8750,97.9500,0.073461
343,0.0005364494739247878,0.064515,97.6562,97.9500,0.073461
344,0.0005364136984496679,0.079866,98.4375,97.9500,0.073461
345,0.0005363778204539573,0.063604,98.4375,97.9500,0.073461
346,0.0005363418399518201,0.141362,95.3125,97.9500,0.073461
347,0.0005363057569574607,0.105897,96.0938,97.9500,0.073461
348,0.0005362695714851243,0.106717,98.4375,97.9500,0.073461
349,0.0005362332835490963,0.112348,95.3125,97.9500,0.073461
350,0.0005361968931637025,0.140626,95.3125,97.9500,0.073461
351,0.0005361604003433093,0.070463,98.4375,97.9500,0.073461
352,0.0005361238051023235,0.029408,98.4375,97.9500,0.073461
353,0.0005360871074551923,0.075438,96.8750,97.9500,0.073461
354,0.0005360503074164034,0.097437,94.5312,97.9500,0.073461
355,0.0005360134050004849,0.069712,98.4375,97.9500,0.073461
356,0.000535976400222005,0.157040,93.7500,97.9500,0.073461
357,0.000535939293095573,0.154203,93.7500,97.9500,0.073461
358,0.000535902083635838,0.118273,96.8750,97.9500,0.073461
359,0.0005358647718574898,0.183950,93.7500,97.9500,0.073461
360,0.0005358273577752584,0.125131,95.3125,97.9500,0.073461
361,0.0005357898414039143,0.115347,97.6562,97.9500,0.073461
362,0.0005357522227582684,0.097801,96.0938,97.9500,0.073461
363,0.0005357145018531719,0.089596,97.6562,97.9500,0.073461
364,0.0005356766787035165,0.051585,99.2188,97.9500,0.073461
365,0.0005356387533242341,0.114691,96.0938,97.9500,0.073461
366,0.000535600725730297,0.108772,99.2188,97.9500,0.073461
367,0.0005355625959367182,0.082301,97.6562,97.9500,0.073461
368,0.0005355243639585504,0.120434,94.5312,97.9500,0.073461
369,0.000535486029810887,0.092794,96.8750,97.9500,0.073461
370,0.0005354475935088619,0.059112,98.4375,97.9500,0.073461
371,0.000535409055067649,0.103527,96.8750,97.9500,0.073461
372,0.0005353704145024626,0.132550,97.6562,97.9500,0.073461
373,0.0005353316718285576,0.071756,96.8750,97.9500,0.073461
374,0.000535292827061229,0.177294,93.7500,97.9500,0.073461
375,0.0005352538802158118,0.124679,96.0938,97.9500,0.073461
376,0.0005352148313076819,0.038539,100.0000,97.9500,0.073461
377,0.000535175680352255,0.110191,96.8750,97.9500,0.073461
378,0.0005351364273649873,0.098051,97.6562,97.9500,0.073461
379,0.0005350970723613755,0.037266,99.2188,97.9500,0.073461
380,0.000535057615356956,0.082774,95.3125,97.9500,0.073461
381,0.000535018056367306,0.027707,100.0000,97.9500,0.073461
382,0.0005349783954080425,0.057583,97.6562,97.9500,0.073461
383,0.0005349386324948235,0.094816,96.0938,97.9500,0.073461
384,0.0005348987676433464,0.073620,98.4375,97.9500,0.073461
385,0.0005348588008693493,0.085181,96.8750,97.9500,0.073461
386,0.0005348187321886104,0.057965,98.4375,97.9500,0.073461
387,0.0005347785616169482,0.059991,99.2188,97.9500,0.073461
388,0.0005347382891702215,0.073448,98.4375,97.9500,0.073461
389,0.0005346979148643291,0.070430,96.0938,97.9500,0.073461
390,0.0005346574387152103,0.038954,99.2188,97.9500,0.073461
391,0.0005346168607388444,0.041374,99.2188,97.9500,0.073461
392,0.0005345761809512508,0.131134,96.0938,97.9500,0.073461
393,0.0005345353993684893,0.077187,97.6562,97.9500,0.073461
394,0.0005344945160066599,0.044430,98.4375,97.9500,0.073461
395,0.0005344535308819024,0.112879,97.6562,97.9500,0.073461
396,0.0005344124440103975,0.070606,97.6562,97.9500,0.073461
397,0.0005343712554083656,0.138864,94.5312,97.9500,0.073461
398,0.0005343299650920671,0.055072,99.2188,97.9500,0.073461
399,0.0005342885730778028,0.071441,97.6562,98.0000,0.068427
400,0.0005342470793819136,0.101560,97.6562,98.0000,0.068427
401,0.0005342054840207808,0.081735,97.6562,98.0000,0.068427
402,0.0005341637870108251,0.100342,98.4375,98.0000,0.068427
403,0.0005341219883685084,0.079802,98.4375,98.0000,0.068427
404,0.0005340800881103317,0.067230,98.4375,98.0000,0.068427
405,0.0005340380862528367,0.124034,95.3125,98.0000,0.068427
406,0.0005339959828126052,0.091954,97.6562,98.0000,0.068427
407,0.0005339537778062587,0.119600,96.8750,98.0000,0.068427
408,0.0005339114712504594,0.121952,96.0938,98.0000,0.068427
409,0.000533869063161909,0.080276,96.8750,98.0000,0.068427
410,0.0005338265535573496,0.049237,98.4375,98.0000,0.068427
411,0.0005337839424535633,0.114173,96.0938,98.0000,0.068427
412,0.0005337412298673724,0.141120,97.6562,98.0000,0.068427
413,0.0005336984158156392,0.062403,97.6562,98.0000,0.068427
414,0.0005336555003152657,0.053115,98.4375,98.0000,0.068427
415,0.0005336124833831946,0.060003,98.4375,98.0000,0.068427
416,0.000533569365036408,0.078084,96.0938,98.0000,0.068427
417,0.0005335261452919286,0.134385,96.0938,98.0000,0.068427
418,0.0005334828241668188,0.039812,99.2188,98.0000,0.068427
419,0.000533439401678181,0.115701,97.6562,98.0000,0.068427
420,0.0005333958778431578,0.117612,96.8750,98.0000,0.068427
421,0.0005333522526789317,0.050687,99.2188,98.0000,0.068427
422,0.0005333085262027252,0.096492,96.0938,98.0000,0.068427
423,0.0005332646984318009,0.077658,97.6562,98.0000,0.068427
424,0.0005332207693834612,0.060561,98.4375,98.0000,0.068427
425,0.0005331767390750486,0.070117,98.4375,98.0000,0.068427
426,0.0005331326075239456,0.061462,96.8750,98.0000,0.068427
427,0.0005330883747475747,0.072443,98.4375,98.0000,0.068427
428,0.0005330440407633982,0.059836,98.4375,98.0000,0.068427
429,0.0005329996055889186,0.081650,96.0938,98.0000,0.068427
430,0.000532955069241678,0.128713,96.8750,98.0000,0.068427
431,0.0005329104317392588,0.046741,98.4375,98.0000,0.068427
432,0.0005328656930992831,0.063186,97.6562,98.0000,0.068427
433,0.0005328208533394131,0.062863,96.8750,98.0000,0.068427
434,0.0005327759124773507,0.085045,96.8750,98.0000,0.068427
435,0.0005327308705308379,0.063555,97.6562,98.0000,0.068427
436,0.0005326857275176566,0.149707,95.3125,98.0000,0.068427
437,0.0005326404834556284,0.089502,96.8750,98.0000,0.068427
438,0.0005325951383626151,0.084430,96.0938,98.0000,0.068427
439,0.0005325496922565182,0.072356,98.4375,98.0000,0.068427
440,0.0005325041451552789,0.089167,97.6562,98.0000,0.068427
441,0.0005324584970768788,0.083487,97.6562,98.0000,0.068427
442,0.0005324127480393388,0.037371,99.2188,98.0000,0.068427
443,0.00053236689806072,0.111722,95.3125,98.0000,0.068427
444,0.0005323209471591233,0.028443,100.0000,98.0000,0.068427
445,0.0005322748953526891,0.143796,94.5312,98.0000,0.068427
446,0.0005322287426595984,0.060330,97.6562,98.0000,0.068427
447,0.000532182489098071,0.114325,96.0938,98.0000,0.068427
448,0.0005321361346863675,0.049346,98.4375,98.0000,0.068427
449,0.0005320896794427878,0.094787,97.6562,98.0000,0.068427
450,0.0005320431233856715,0.054052,97.6562,98.0000,0.068427
451,0.0005319964665333984,0.057617,97.6562,98.0000,0.068427
452,0.0005319497089043879,0.071926,98.4375,98.0000,0.068427
453,0.0005319028505170989,0.043297,98.4375,98.0000,0.068427
454,0.0005318558913900306,0.064450,98.4375,98.0000,0.068427
455,0.0005318088315417218,0.104516,97.6562,98.0000,0.068427
456,0.0005317616709907507,0.076216,97.6562,98.0000,0.068427
457,0.0005317144097557357,0.058252,97.6562,98.0000,0.068427
458,0.0005316670478553348,0.097609,96.0938,98.0000,0.068427
459,0.0005316195853082457,0.082976,96.8750,98.0000,0.068427
460,0.0005315720221332058,0.133712,96.0938,98.0000,0.068427
461,0.0005315243583489923,0.050860,99.2188,98.0000,0.068427
